subregion	blog	issue	code	url
USSouthwest	desert_canyon_hiking	DEAD	404	https://www.nps.gov/brca/planyourvisit/hiking.htm
USSouthwest	desert_glamping	DEAD	404	https://visitsedona.com/places-to-stay/
USSouthwest	desert_golf	DEAD	404	https://www.visitlasvegas.com/things-to-do/golf/
USSouthwest	desert_golf	DEAD	ERR:MaxRetryError	https://www.greaterzion.com/things-to-do/golf/
USSouthwest	desert_golf	DEAD	404	https://www.newmexico.org/things-to-do/golf/
USSouthwest	desert_hot_springs	DEAD	ERR:MaxRetryError	https://ojospa.com/
USSouthwest	desert_hot_springs	DEAD	404	https://sierracountynewmexico.info/things-to-do/hot-springs/
USSouthwest	desert_hot_springs	DEAD	404	https://www.newmexico.org/things-to-do/outdoor-adventures/hot-springs/
USSouthwest	desert_hot_springs	DEAD	ERR:MaxRetryError	https://www.nps.gov/gicl/planyourvisit/index.htm
USSouthwest	desert_hot_springs	DEAD	503	https://www.nps.gov/lake/planyourvisit/arizona-hot-spring.htm
USSouthwest	historic_southwest_inns	DEAD	404	https://www.flagstaffarizona.org/places-to-stay/
USSouthwest	hot_air_ballooning	DEAD	404	https://www.visitalbuquerque.org/things-to-do/hot-air-ballooning/
USSouthwest	hot_air_ballooning	DEAD	404	https://visitsedona.com/things-to-do/hot-air-balloon-rides/
USSouthwest	hot_air_ballooning	DEAD	404	https://www.visitphoenix.com/things-to-do/outdoor-adventure/hot-air-balloon-rides/
USSouthwest	houseboating_lakes	DEAD	ERR:MaxRetryError	https://www.lakepowellnavigator.com/conditions/water-levels
USSouthwest	houseboating_lakes	DEAD	ERR:MaxRetryError	https://www.nps.gov/lake/planyourvisit/index.htm
USSouthwest	houseboating_lakes	DEAD	404	https://www.golakehavasu.com/things-to-do/on-the-water/
USSouthwest	mother_road_americana	DEAD	404	https://www.newmexico.org/things-to-do/scenic-byways/route-66/
USSouthwest	mountain_biking	DEAD	404	https://www.discovermoab.com/biking/
USSouthwest	mountain_biking	DEAD	404	https://visitsedona.com/things-to-do/mountain-biking/
USSouthwest	mountain_biking	DEAD	404	https://www.visitphoenix.com/things-to-do/outdoor-adventure/biking/
USSouthwest	mountain_biking	DEAD	404	https://www.visittucson.org/things-to-do/outdoor-recreation/mountain-biking/
USSouthwest	mountain_biking	DEAD	404	https://www.mtbproject.com/directory/8005086/arizona
USSouthwest	nightlife_pool_clubs	DEAD	404	https://www.visitlasvegas.com/nightlife/
USSouthwest	nightlife_pool_clubs	DEAD	ERR:MaxRetryError	https://www.reviewjournal.com/entertainment/things-to-do-in-las-vegas/
USSouthwest	nightlife_pool_clubs	DEAD	404	https://www.visitalbuquerque.org/things-to-do/nightlife/
USSouthwest	off_road_overland	DEAD	404	https://www.discovermoab.com/four-wheel-drive/
USSouthwest	off_road_overland	DEAD	404	https://visitsedona.com/things-to-do/jeep-tours/
USSouthwest	off_road_overland	DEAD	404	https://navajonationparks.org/navajo-tribal-parks/monument-valley-navajo-tribal-park/
USSouthwest	off_road_overland	DEAD	404	https://www.blm.gov/visit/vermilion-cliffs
USSouthwest	off_road_overland	DEAD	404	https://travelnevada.com/things-to-do/off-roading/
USSouthwest	rock_climbing_canyoneering	DEAD	404	https://www.discovermoab.com/climbing/
USSouthwest	rock_climbing_canyoneering	DEAD	404	https://visitsedona.com/things-to-do/rock-climbing/
USSouthwest	rock_climbing_canyoneering	DEAD	404	https://www.visittucson.org/things-to-do/outdoor-recreation/rock-climbing/
USSouthwest	scenic_red_rock_drives	DEAD	404	https://navajonationparks.org/navajo-tribal-parks/monument-valley-navajo-tribal-park/
USSouthwest	scenic_red_rock_drives	DEAD	404	https://visitsedona.com/things-to-do/scenic-drives/
USSouthwest	southwestern_arts_towns	DEAD	404	https://www.santafe.org/things-to-do/art-and-culture/
USSouthwest	southwestern_arts_towns	DEAD	404	https://www.experiencescottsdale.com/arts-culture/
USSouthwest	southwestern_arts_towns	DEAD	404	https://visitsedona.com/things-to-do/arts-and-culture/
USSouthwest	southwestern_cuisine	DEAD	404	https://www.santafe.org/things-to-do/food-and-wine/
USSouthwest	southwestern_cuisine	DEAD	ERR:MaxRetryError	https://www.tucson.cityofgastronomy.org/
USSouthwest	southwestern_cuisine	DEAD	404	https://www.visittucson.org/restaurants/mexican-food/
USSouthwest	southwestern_cuisine	DEAD	404	https://www.visitalbuquerque.org/restaurants/new-mexican-food/
USSouthwest	southwestern_cuisine	DEAD	ERR:MaxRetryError	https://hatchchilefest.com/
USSouthwest	spanish_colonial_missions	DEAD	ERR:MaxRetryError	https://elsantuariodechimayo.us/
USSouthwest	stargazing_dark_skies	DEAD	ERR:MaxRetryError	https://www.nps.gov/brca/planyourvisit/astronomy.htm
USSouthwest	stargazing_dark_skies	DEAD	404	https://www.nps.gov/grba/planyourvisit/astronomy.htm
USSouthwest	ufo_alien_lore	DEAD	404	https://www.roswell-nm.gov/1110/UFO-Festival
USSouthwest	ufo_alien_lore	DEAD	404	https://visitsedona.com/things-to-do/stargazing/
USSouthwest	whitewater_rafting	DEAD	404	https://www.discovermoab.com/rafting/
USSouthwest	whitewater_rafting	DEAD	404	https://taos.org/things-to-do/outdoor-adventures/rafting/
USSouthwest	whitewater_rafting	DEAD	404	https://www.recreation.gov/permits/250438
USSouthwest	wild_west_ghost_towns	DEAD	ERR:MaxRetryError	https://discoverbisbee.com/
USSouthwest	wild_west_ghost_towns	DEAD	404	https://travelnevada.com/ghost-towns/
WesternCanadaAlaska	dog_sledding	DEAD	ERR:MaxRetryError	https://www.alaska.org/things-to-do/dog-sledding
WesternCanadaAlaska	northern_lights	DEAD	ERR:MaxRetryError	https://www.gi.alaska.edu/monitors/aurora-forecast
WesternCanadaAlaska	scenic_rail_journeys	DEAD	ERR:MaxRetryError	https://rockytrain.com/rocky-mountaineer-train/
WesternCanadaAlaska	sea_kayaking	DEAD	ERR:MaxRetryError	https://www.nps.gov/kefj/planyourvisit/kayaking.htm
WesternCanadaAlaska	tidewater_glaciers	DEAD	ERR:MaxRetryError	https://www.alaska.org/destination/prince-william-sound/day-cruises
WesternCanadaAlaska	vancouver_cityscapes	DEAD	ERR:MaxRetryError	https://britishcolumbia.today/news/vancouver/25-best-things-to-do-in-vancouver/
WesternCanadaAlaska	vancouver_cityscapes	DEAD	ERR:MaxRetryError	https://travel.usnews.com/Vancouver_Canada/Things_To_Do/Stanley_Park_34861/
AustraliaNZ	adventure_capital	DEAD	ERR:MaxRetryError	https://www.everythingqueenstown.com/adventure/air/
AustraliaNZ	markets_street_art	DEAD	ERR:MaxRetryError	https://www.choicehotels.com/explore/things-to-do/discover-the-best-markets-in-australia-and-new-zealand
AustraliaNZ	nightlife_live_music	DEAD	ERR:MaxRetryError	https://themusicnetwork.com/live-music-census-shows-melbourne-has-most-live-music-venues-in-the-world-per-capita/
AustraliaNZ	surfing	DEAD	ERR:MaxRetryError	https://lazygalsguideto.com/australia/australias-best-surf-beaches-2025-my-ultimate-wave-hunters-guide-from-bondi-to-margaret-river-after-20-years-chasing-aussie-swells
PacificIslands	eco_lodges_sustainable	DEAD	ERR:MaxRetryError	https://www.fijiresort.com/eco-resort/
PacificIslands	hiking_trekking	DEAD	ERR:MaxRetryError	https://tahititourisme.com/en-us/
PacificIslands	iconic_beaches	DEAD	ERR:MaxRetryError	https://tahititourisme.com/en-us/
PacificIslands	island_cuisine_markets	DEAD	ERR:MaxRetryError	https://tahititourisme.com/en-us/
PacificIslands	key_island_stops	DEAD	ERR:MaxRetryError	https://tahititourisme.com/en-us/island/tahiti/
PacificIslands	overwater_bungalows	DEAD	404	https://www.easyescapestravel.com/overwater-bungalow-escapes.html
PacificIslands	romance_honeymoon	DEAD	ERR:MaxRetryError	https://tahititourisme.com/en-us/
PacificIslands	snorkeling_reefs	DEAD	ERR:MaxRetryError	https://tahititourisme.com/en-us/
PacificIslands	sport_fishing	DEAD	ERR:MaxRetryError	https://www.tongaholiday.com/things-to-do/fishing/
PacificIslands	surfing	DEAD	ERR:MaxRetryError	https://tahititourisme.com/en-us/
PacificIslands	waterfalls_rainforest	DEAD	ERR:MaxRetryError	https://tahititourisme.com/en-us/
BrazilSouthernCone	churrasco_parrilla	DEAD	ERR:MaxRetryError	https://secretsofbuenosaires.com/best-steakhouse-buenos-aires-parrilla/
BrazilSouthernCone	northeast_brazil_beaches	DEAD	404	https://bahia.ws/en/category/northeast-brazil/
BrazilSouthernCone	rio_beach_lifestyle	DEAD	ERR:MaxRetryError	https://theculturetrip.com/south-america/brazil/articles/a-postos-guide-to-the-beaches-of-rio-de-janeiro
BrazilSouthernCone	rio_beach_lifestyle	DEAD	ERR:MaxRetryError	https://www.riotimesonline.com/brazil-news/rio-travel/a-guide-to-the-beaches-and-postos-of-rio-de-janeiro/
BrazilSouthernCone	rio_landmarks_skyline	DEAD	ERR:MaxRetryError	https://www.riotimesonline.com/brazil-news/rio-travel/a-guide-to-the-beaches-and-postos-of-rio-de-janeiro/
BrazilSouthernCone	samba_live_music	DEAD	ERR:MaxRetryError	https://www.riotimesonline.com/brazil-news/rio-entertainment/rio-nightlife-guide-for-monday-september-22-2025/
BrazilSouthernCone	samba_live_music	DEAD	ERR:MaxRetryError	https://theculturetrip.com/south-america/brazil/articles/a-postos-guide-to-the-beaches-of-rio-de-janeiro
ChileBolivia	chiloe_island_churches	DEAD	404	https://www.islaguru.com/islands/chiloe
ChileBolivia	lake_district	DEAD	404	https://www.journeylatinamerica.com/destinations/chile/places-to-visit/chilean-lake-district-south/things-to-do/visit-osorno-volcano/
ChileBolivia	luxury_wilderness_lodges	DEAD	ERR:MaxRetryError	https://swisstraveler.net/chile/luxury-hotel-patagonia-the-singuluar-patagonia-tierra-patagonia/
ChileBolivia	volcano_climbing	DEAD	404	https://www.journeylatinamerica.com/destinations/chile/places-to-visit/chilean-lake-district-south/things-to-do/visit-osorno-volcano/
Colombia	bogota_capital	DEAD	ERR:MaxRetryError	https://theculturetrip.com/south-america/colombia/articles/10-things-to-do-in-la-candelaria-bogot
Colombia	coffee_region	DEAD	ERR:MaxRetryError	https://elbuenviajero.com/blog/colombia-coffee-farm-tour/
Colombia	colonial_towns	DEAD	404	https://mustique.co/las-ciudades-coloniales-mas-bellas-de-colombia-una-ruta-cultural-inolvidable/
Colombia	kitesurfing	DEAD	404	https://www.praiakite.com/kite-spots/cabo-de-la-vela/
Colombia	luxury_escapes	DEAD	ERR:MaxRetryError	https://www.lightfoottravel.com/en/south-america/colombia/colombias-coffee-triangle/hacienda-bambusa
Colombia	nightlife_rumba	DEAD	ERR:MaxRetryError	https://two.travel/medellin-nightlife/
Colombia	pacific_whale_watching	DEAD	ERR:MaxRetryError	https://theculturetrip.com/south-america/colombia/articles/a-guide-to-whale-watching-in-colombia
Colombia	reef_diving_snorkeling	DEAD	ERR:MaxRetryError	https://divescover.com/diving/colombia/san-andres-and-providence-islands
Colombia	sailing_island_hopping	DEAD	ERR:MaxRetryError	https://two.travel/the-best-way-to-visit-the-rosario-islands/
Colombia	salsa_dancing	DEAD	ERR:MaxRetryError	https://theculturetrip.com/south-america/colombia/articles/the-10-best-spots-to-dance-salsa-in-cali
Ecuador	mindo_cloudforest	DEAD	ERR:MaxRetryError	https://www.naturalistjourneys.com/tours/2025/10/02/incredible-ecuador-choco-galore
Ecuador	quito_old_town	DEAD	404	https://activities.marriott.com/south-america/ecuador/quito/activities/discover_all_quito_old_town_mitad_del_mundo_telef%C3%A9rico-X712LD
Ecuador	thermal_hot_springs	DEAD	404	https://www.journeylatinamerica.com/destinations/ecuador/places-to-visit/andes-to-amazon/places-to-stay/termas-de-papallacta/
Ecuador	whale_watching	DEAD	406	https://whalewatchingecuador.com/en
Ecuador	whale_watching	DEAD	406	https://whalewatchingecuador.com/en/activity/69257/whale-watching-in-isla-de-la-plata-ecuador-june-to-october
Peru	arequipa_white_city	DEAD	406	https://www.cbsnews.com/news/peru-mummy-inca-ice-maiden-juanita-face-reconstructed/
Peru	machu_picchu	DEAD	503	https://www.perurail.com/tickets-to-machu-picchu/
Peru	machu_picchu	DEAD	503	https://www.perurail.com/protest-machu-picchu/
Peru	nazca_lines	DEAD	ERR:MaxRetryError	https://archaeology.org/news/2024/09/27/more-than-300-geoglyphs-discovered-in-peru/
Peru	paracas_ballestas	DEAD	ERR:MaxRetryError	https://www.peruhop.com/paracas-ballestas-islands/
Peru	scenic_rail_journeys	DEAD	503	https://www.perurail.com/trains/
